ggis_rowid,ggis_country_status,ggis_global_slug_coverage,ggis_peer_deviation,ggis_lag_affected
272,microstate,0.27435064935064934,-0.3069430569430569,false
273,microstate,0.33116883116883117,-0.3023226773226773,false
274,microstate,0.2792207792207792,-0.3093156843156843,false
275,microstate,0.32142857142857145,-0.33516483516483525,false
276,microstate,0.288961038961039,-0.32529970029970035,false
277,microstate,0.3392857142857143,-0.3114385614385614,false
278,microstate,0.3652597402597403,-0.3173076923076924,false
279,microstate,0.3392857142857143,-0.31868131868131855,false
280,microstate,0.3555194805194805,-0.3144355644355645,false
281,microstate,0.3522727272727273,-0.3514610389610392,false
282,microstate,0.36038961038961037,-0.35273654916512065,false
283,microstate,0.3652597402597403,-0.3687384044526901,false
284,microstate,0.35714285714285715,-0.3566790352504638,false
285,microstate,0.3555194805194805,-0.3624768089053802,false
286,microstate,0.35064935064935066,-0.3579545454545455,false
287,microstate,0.3392857142857143,-0.3935528756957327,false
288,microstate,0.3587662337662338,-0.3377782931354358,false
289,microstate,0.35064935064935066,-0.35946196660482366,false
290,microstate,0.336038961038961,-0.3533163265306122,false
291,microstate,0.2987012987012987,-0.3441558441558442,false
292,microstate,0.29545454545454547,-0.34531539888682733,false
293,microstate,0.29383116883116883,-0.31249999999999983,false
294,microstate,0.32142857142857145,-0.3156307977736548,false
295,microstate,0.2792207792207792,-0.27782931354359924,false
296,microstate,0.2987012987012987,-0.29220779220779214,true
297,microstate,0.18344155844155843,-0.25533395176252327,true
298,microstate,0.12824675324675325,-0.1893552875695733,true
299,microstate,0.0,0.0,true
300,nascent,0.4107142857142857,0.0057187131050767115,false
301,nascent,0.4107142857142857,0.005772005772005706,false
302,nascent,0.4366883116883117,0.020274170274170333,false
303,nascent,0.413961038961039,-0.003823953823953785,false
304,nascent,0.4512987012987013,0.0023809523809521504,false
305,strong,0.4707792207792208,0.01479076479076502,false
306,strong,0.46266233766233766,0.011219336219336351,false
307,strong,0.4707792207792208,0.010678210678210731,false
308,strong,0.474025974025974,0.012193362193362367,false
309,strong,0.48214285714285715,0.0010101010101010166,false
310,strong,0.4772727272727273,0.011399711399711299,false
311,strong,0.4772727272727273,0.008874458874458868,false
312,strong,0.5016233766233766,0.009379509379509321,false
313,strong,0.4788961038961039,0.007611832611832625,false
314,reporting,0.538961038961039,-0.0008469791078485889,false
315,strong,0.5909090909090909,0.010199040090344558,false
316,reporting,0.586038961038961,-0.011610671936758576,false
317,strong,0.6298701298701299,0.014161370544349405,false
318,strong,0.6347402597402597,0.012261674495717023,false
319,strong,0.676948051948052,0.007667864050842743,false
320,strong,0.698051948051948,0.008807681680021995,false
321,strong,0.6931818181818182,0.026146725614810684,false
322,strong,0.7597402597402597,0.03726858248134857,false
323,strong,0.7094155844155844,0.03405636916275223,false
324,strong,0.797077922077922,0.03464354794142033,false
325,strong,0.7418831168831169,0.028978999723680676,false
326,strong,0.7857142857142857,0.0331237911025144,false
327,strong,0.8116883116883117,0.03346919038408391,false
328,strong,0.7873376623376623,0.02963525835866243,false
329,strong,0.801948051948052,0.02973887814313314,false
330,strong,0.8035714285714286,0.03485078751036208,false
331,strong,0.8068181818181818,0.028046421663442733,false
332,strong,0.8295454545454546,0.030360596849958732,false
333,strong,0.8051948051948052,0.029048079579994224,false
334,strong,0.8084415584415584,0.02846090080132635,false
335,strong,0.8003246753246753,0.03547754329004349,false
336,strong,0.7922077922077922,0.017248376623376416,false
337,strong,0.775974025974026,0.027191558441558406,false
338,strong,0.75,0.007034632034631838,false
339,strong,0.724025974025974,0.005309794372294507,false
340,reporting,0.663961038961039,-0.005073051948051965,false
341,strong,0.6737012987012987,0.004362824675324561,false
342,strong,0.6704545454545454,0.023065476190476386,false
343,strong,0.7045454545454546,0.03730384199134196,false
344,strong,0.6152597402597403,0.03020156926406936,false
345,strong,0.650974025974026,0.03388798701298701,true
346,strong,0.4902597402597403,0.026718073593073544,true
347,strong,0.3538961038961039,0.0237080627705627,true
348,strong,0.0,0.0,true
349,nascent,0.25487012987012986,-0.16933847402597396,false
350,nascent,0.30357142857142855,-0.1366680194805195,false
351,nascent,0.3133116883116883,-0.12696772924045657,false
352,nascent,0.31655844155844154,-0.14275875639511998,false
